S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,Gantry                       ( Valuthur SS ),2W,GANTRY,GANTRY,18,,,0.18,FALSE,12.722009,,9.352611111,78.92619444,GOOD,NO E/W,,,Plain,Valuthur SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.92619444444445 9.352611111111111, 78.92619444444445 9.352805555555555)"
2,1,,T,DB+6,40,Gantry -1,22.12548861,0.65,FALSE,13.386478,"4°1'48""L",9.352805556,78.92619444,GOOD,Available,,,Plain,Valuthur Lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.92619444444445 9.352805555555555, 78.92633333333333 9.354416666666665)"
3,2,,S,DA+6,40,01-Feb,176.9115479,0.43,FALSE,13.741463,,9.354416667,78.92633333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.92633333333333 9.354416666666665, 78.92652777777778 9.357444444444445)"
4,3,,T,DB,33.84,02-Mar,334.8872979,0.71,FALSE,12.261316,"18°46'48""L",9.357444444,78.92652778,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.92652777777778 9.357444444444445, 78.92572222222223 9.359694444444443)"
5,4,,S,DA,34,03-Apr,264.809792,0.14,FALSE,10.296384,,9.359694444,78.92572222,GOOD,Available,,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.92572222222223 9.359694444444443, 78.92497222222222 9.361916666666666)"
6,5,,S,DA,34,04-May,260.0333812,0.12,FALSE,9.233325,,9.361916667,78.92497222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.92497222222222 9.361916666666666, 78.92422222222223 9.364083333333333)"
7,6,,T,DC,35,05-Jun,253.3329847,0.07,FALSE,9.602721,"40°47'24""R",9.364083333,78.92422222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.92422222222223 9.364083333333333, 78.92202777777779 9.365333333333332)"
8,7,,S,DA,34,06-Jul,277.9460054,0.84,FALSE,10.894897,,9.365333333,78.92202778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.92202777777779 9.365333333333332, 78.91980555555556 9.366555555555555)"
9,8,,S,DA,34,07-Aug,278.2662899,1.21,FALSE,11.413947,,9.366555556,78.91980556,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.91980555555556 9.366555555555555, 78.91755555555557 9.367861111111111)"
10,9,,S,DA,34,08-Sep,286.6073254,1.31,FALSE,10.207033,,9.367861111,78.91755556,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.91755555555557 9.367861111111111, 78.9153888888889 9.369111111111112)"
11,10,,S,DA,34,09-Oct,276.0959314,2.07,FALSE,11.362683,,9.369111111,78.91538889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.9153888888889 9.369111111111112, 78.91316666666667 9.37038888888889)"
12,11,,S,DA,34,10-Nov,280.3672228,1.52,FALSE,11.545209,,9.370388889,78.91316667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.91316666666667 9.37038888888889, 78.91105555555556 9.371638888888889)"
13,12,2W,T,DB,34,11-Dec,271.3249814,2.8,FALSE,11.411074,"0°35'24""R",9.371638889,78.91105556,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.91105555555556 9.371638888888889, 78.90886111111112 9.37288888888889)"
14,13,,S,DA,34,Dec-13,277.6196568,0.65,FALSE,11.664114,,9.372888889,78.90886111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.90886111111112 9.37288888888889, 78.90661111111112 9.374194444444445)"
